Packet Log - Server Side
Timestamp | Packet # | Action | Checksum | Status
1740361041.050424 | 1 | Received | 193 | Success
1740361041.0504599 | 1 | Corrupt ACK | 193 | Resent ACK
1740361041.0505111 | 1 | Resent | 193 | Incorrect ACK
1740361041.050553 | 1 | Sent | 193 | Success
1740361041.050604 | 1 | Corrupt Packet | 193 | Resent ACK
1740361041.050693 | 0 | Sent | 15 | Success
1740361041.050735 | 0 | Received | 15 | Success
1740361041.050768 | 0 | Corrupt ACK | 15 | Resent ACK
1740361041.050817 | 0 | Resent | 15 | Incorrect ACK
1740361041.0508611 | 0 | Sent | 15 | Success
1740361041.050904 | 0 | Corrupt Packet | 15 | Resent ACK
1740361041.051011 | 1 | Sent | 207 | Success
1740361041.051112 | 1 | Received | 207 | Success
1740361041.051569 | 0 | Received | 188 | Success
1740361041.05146 | 0 | Sent | 188 | Success
1740361041.051729 | 1 | Sent | 222 | Success
1740361041.05181 | 1 | Received | 222 | Success
1740361041.05191 | 0 | Sent | 54 | Success
1740361041.051959 | 0 | Received | 54 | Success
1740361041.052015 | 0 | Corrupt ACK | 54 | Resent ACK
1740361041.052073 | 0 | Resent | 54 | Incorrect ACK
1740361041.0521128 | 0 | Sent | 54 | Success
1740361041.052167 | 0 | Corrupt Packet | 54 | Resent ACK
1740361041.052266 | 1 | Sent | 176 | Success
1740361041.0523221 | 1 | Received | 176 | Success
1740361041.052363 | 1 | Corrupt ACK | 176 | Resent ACK
1740361041.0524201 | 1 | Resent | 176 | Incorrect ACK
1740361041.05246 | 1 | Sent | 176 | Success
1740361041.05251 | 1 | Corrupt Packet | 176 | Resent ACK
1740361041.052604 | 0 | Sent | 51 | Success
1740361041.0526478 | 0 | Received | 51 | Success
1740361041.052683 | 0 | Corrupt ACK | 51 | Resent ACK
1740361041.052734 | 0 | Resent | 51 | Incorrect ACK
1740361041.052772 | 0 | Sent | 51 | Success
1740361041.052816 | 0 | Corrupt Packet | 51 | Resent ACK
1740361041.052918 | 1 | Sent | 105 | Success
1740361041.05296 | 1 | Received | 105 | Success
1740361041.053055 | 0 | Sent | 152 | Success
1740361041.053097 | 0 | Received | 152 | Success
1740361041.0531352 | 0 | Corrupt ACK | 152 | Resent ACK
1740361041.053184 | 0 | Resent | 152 | Incorrect ACK
1740361041.053223 | 0 | Sent | 152 | Success
1740361041.053268 | 0 | Corrupt Packet | 152 | Resent ACK
1740361041.053369 | 1 | Sent | 108 | Success
1740361041.053418 | 1 | Received | 108 | Success
1740361041.0535219 | 0 | Sent | 251 | Success
1740361041.0535638 | 0 | Received | 251 | Success
1740361041.053602 | 0 | Corrupt ACK | 251 | Resent ACK
1740361041.0536609 | 0 | Resent | 251 | Incorrect ACK
1740361041.053704 | 0 | Sent | 251 | Success
1740361041.0537431 | 0 | Corrupt Packet | 251 | Resent ACK
1740361041.053834 | 1 | Sent | 15 | Success
1740361041.053875 | 1 | Received | 15 | Success
1740361041.053969 | 0 | Sent | 8 | Success
1740361041.0540109 | 0 | Received | 8 | Success
1740361041.054106 | 1 | Sent | 18 | Success
1740361041.054145 | 1 | Received | 18 | Success
1740361041.054241 | 0 | Sent | 244 | Success
1740361041.054326 | 0 | Received | 244 | Success
1740361041.0543659 | 0 | Corrupt ACK | 244 | Resent ACK
1740361041.0544262 | 0 | Resent | 244 | Incorrect ACK
1740361041.054483 | 0 | Sent | 244 | Success
1740361041.0545752 | 0 | Corrupt Packet | 244 | Resent ACK
1740361041.05468 | 1 | Sent | 31 | Success
1740361041.0547252 | 1 | Received | 31 | Success
1740361041.054794 | 1 | Corrupt ACK | 31 | Resent ACK
1740361041.0548532 | 1 | Resent | 31 | Incorrect ACK
1740361041.054898 | 1 | Sent | 31 | Success
1740361041.054945 | 1 | Corrupt Packet | 31 | Resent ACK
1740361041.055043 | 0 | Sent | 172 | Success
1740361041.0550861 | 0 | Received | 172 | Success
1740361041.055124 | 0 | Corrupt ACK | 172 | Resent ACK
1740361041.05518 | 0 | Resent | 172 | Incorrect ACK
1740361041.055229 | 0 | Sent | 172 | Success
1740361041.055281 | 0 | Corrupt Packet | 172 | Resent ACK
1740361041.055378 | 1 | Sent | 212 | Success
1740361041.055419 | 1 | Received | 212 | Success
1740361041.055509 | 0 | Sent | 193 | Success
1740361041.055551 | 0 | Received | 193 | Success
1740361041.0555892 | 0 | Corrupt ACK | 193 | Resent ACK
1740361041.055645 | 0 | Resent | 193 | Incorrect ACK
1740361041.05569 | 0 | Sent | 193 | Success
1740361041.055737 | 0 | Corrupt Packet | 193 | Resent ACK
1740361041.0558321 | 1 | Sent | 232 | Success
1740361041.055874 | 1 | Received | 232 | Success
1740361041.0559301 | 1 | Corrupt ACK | 232 | Resent ACK
1740361041.055994 | 1 | Resent | 232 | Incorrect ACK
1740361041.0560389 | 1 | Sent | 232 | Success
1740361041.0560782 | 1 | Corrupt Packet | 232 | Resent ACK
1740361041.056175 | 0 | Sent | 123 | Success
1740361041.0562181 | 0 | Received | 123 | Success
1740361041.056316 | 1 | Sent | 169 | Success
1740361041.0563579 | 1 | Received | 169 | Success
1740361041.056395 | 1 | Corrupt ACK | 169 | Resent ACK
1740361041.056451 | 1 | Resent | 169 | Incorrect ACK
1740361041.056493 | 1 | Sent | 169 | Success
1740361041.056534 | 1 | Corrupt Packet | 169 | Resent ACK
1740361041.056632 | 0 | Sent | 201 | Success
1740361041.056673 | 0 | Received | 201 | Success
1740361041.056767 | 1 | Sent | 13 | Success
1740361041.05681 | 1 | Received | 13 | Success
1740361041.0569038 | 0 | Sent | 105 | Success
1740361041.056951 | 0 | Received | 105 | Success
1740361041.0570009 | 0 | Corrupt ACK | 105 | Resent ACK
1740361041.057056 | 0 | Resent | 105 | Incorrect ACK
1740361041.0571 | 0 | Sent | 105 | Success
1740361041.057142 | 0 | Corrupt Packet | 105 | Resent ACK
1740361041.057235 | 1 | Sent | 126 | Success
1740361041.057277 | 1 | Received | 126 | Success
1740361041.057374 | 0 | Sent | 183 | Success
1740361041.057417 | 0 | Received | 183 | Success
1740361041.057454 | 0 | Corrupt ACK | 183 | Resent ACK
1740361041.057508 | 0 | Resent | 183 | Incorrect ACK
1740361041.057575 | 0 | Sent | 183 | Success
1740361041.05763 | 0 | Corrupt Packet | 183 | Resent ACK
1740361041.05773 | 1 | Sent | 38 | Success
1740361041.05777 | 1 | Received | 38 | Success
1740361041.057805 | 1 | Corrupt ACK | 38 | Resent ACK
1740361041.0578592 | 1 | Resent | 38 | Incorrect ACK
1740361041.057902 | 1 | Sent | 38 | Success
1740361041.05794 | 1 | Corrupt Packet | 38 | Resent ACK
1740361041.0580401 | 0 | Sent | 178 | Success
1740361041.0580869 | 0 | Received | 178 | Success
1740361041.058125 | 0 | Corrupt ACK | 178 | Resent ACK
1740361041.058194 | 0 | Resent | 178 | Incorrect ACK
1740361041.058246 | 0 | Sent | 178 | Success
1740361041.058283 | 0 | Corrupt Packet | 178 | Resent ACK
1740361041.058408 | 1 | Sent | 41 | Success
1740361041.0584462 | 1 | Received | 41 | Success
1740361041.058476 | 1 | Corrupt ACK | 41 | Resent ACK
1740361041.058521 | 1 | Resent | 41 | Incorrect ACK
1740361041.058559 | 1 | Sent | 41 | Success
1740361041.058608 | 1 | Corrupt Packet | 41 | Resent ACK
1740361041.058707 | 0 | Sent | 231 | Success
1740361041.058748 | 0 | Received | 231 | Success
1740361041.058835 | 1 | Sent | 108 | Success
1740361041.058879 | 1 | Received | 108 | Success
1740361041.058909 | 1 | Corrupt ACK | 108 | Resent ACK
1740361041.05896 | 1 | Resent | 108 | Incorrect ACK
1740361041.058998 | 1 | Sent | 108 | Success
1740361041.059041 | 1 | Corrupt Packet | 108 | Resent ACK
1740361041.05915 | 0 | Sent | 75 | Success
1740361041.059199 | 0 | Received | 75 | Success
1740361041.059243 | 0 | Corrupt ACK | 75 | Resent ACK
1740361041.059327 | 0 | Resent | 75 | Incorrect ACK
1740361041.059367 | 0 | Sent | 75 | Success
1740361041.059408 | 0 | Corrupt Packet | 75 | Resent ACK
1740361041.0595179 | 1 | Sent | 143 | Success
1740361041.059635 | 1 | Received | 143 | Success
1740361041.059665 | 1 | Corrupt ACK | 143 | Resent ACK
1740361041.059766 | 1 | Resent | 143 | Incorrect ACK
1740361041.05985 | 1 | Sent | 143 | Success
1740361041.0599492 | 1 | Corrupt Packet | 143 | Resent ACK
1740361041.060051 | 0 | Sent | 22 | Success
1740361041.060147 | 0 | Received | 22 | Success
1740361041.0602958 | 0 | Corrupt ACK | 22 | Resent ACK
1740361041.060362 | 0 | Resent | 22 | Incorrect ACK
1740361041.0604 | 0 | Sent | 22 | Success
1740361041.06048 | 0 | Corrupt Packet | 22 | Resent ACK
1740361041.060611 | 1 | Sent | 224 | Success
1740361041.0607429 | 1 | Received | 224 | Success
1740361041.060843 | 0 | Sent | 224 | Success
1740361041.060915 | 0 | Received | 224 | Success
1740361041.061048 | 1 | Sent | 193 | Success
1740361041.061097 | 1 | Received | 193 | Success
1740361041.061135 | 1 | Corrupt ACK | 193 | Resent ACK
1740361041.0611851 | 1 | Resent | 193 | Incorrect ACK
1740361041.061223 | 1 | Sent | 193 | Success
1740361041.061267 | 1 | Corrupt Packet | 193 | Resent ACK
1740361041.061357 | 0 | Sent | 80 | Success
1740361041.061397 | 0 | Received | 80 | Success
1740361041.0614269 | 0 | Corrupt ACK | 80 | Resent ACK
1740361041.06148 | 0 | Resent | 80 | Incorrect ACK
1740361041.0615191 | 0 | Sent | 80 | Success
1740361041.061561 | 0 | Corrupt Packet | 80 | Resent ACK
1740361041.061654 | 1 | Sent | 115 | Success
1740361041.0617018 | 1 | Received | 115 | Success
1740361041.061733 | 1 | Corrupt ACK | 115 | Resent ACK
1740361041.061781 | 1 | Resent | 115 | Incorrect ACK
1740361041.061825 | 1 | Sent | 115 | Success
1740361041.0618649 | 1 | Corrupt Packet | 115 | Resent ACK
1740361041.061959 | 0 | Sent | 149 | Success
1740361041.062001 | 0 | Received | 149 | Success
1740361041.062033 | 0 | Corrupt ACK | 149 | Resent ACK
1740361041.06208 | 0 | Resent | 149 | Incorrect ACK
1740361041.06212 | 0 | Sent | 149 | Success
1740361041.062167 | 0 | Corrupt Packet | 149 | Resent ACK
1740361041.0622551 | 1 | Sent | 231 | Success
1740361041.062301 | 1 | Received | 231 | Success
1740361041.062335 | 1 | Corrupt ACK | 231 | Resent ACK
1740361041.0623832 | 1 | Resent | 231 | Incorrect ACK
1740361041.06242 | 1 | Sent | 231 | Success
1740361041.0624819 | 1 | Corrupt Packet | 231 | Resent ACK
1740361041.062567 | 0 | Sent | 92 | Success
1740361041.062607 | 0 | Received | 92 | Success
1740361041.062649 | 0 | Corrupt ACK | 92 | Resent ACK
1740361041.062712 | 0 | Resent | 92 | Incorrect ACK
1740361041.062762 | 0 | Sent | 92 | Success
1740361041.062825 | 0 | Corrupt Packet | 92 | Resent ACK
1740361041.0629702 | 1 | Sent | 2 | Success
1740361041.063027 | 1 | Received | 2 | Success
1740361041.06307 | 1 | Corrupt ACK | 2 | Resent ACK
1740361041.063134 | 1 | Resent | 2 | Incorrect ACK
1740361041.0632021 | 1 | Sent | 2 | Success
1740361041.063257 | 1 | Corrupt Packet | 2 | Resent ACK
1740361041.063377 | 0 | Sent | 254 | Success
1740361041.063434 | 0 | Received | 254 | Success
1740361041.063475 | 0 | Corrupt ACK | 254 | Resent ACK
1740361041.0635872 | 0 | Resent | 254 | Incorrect ACK
1740361041.063643 | 0 | Sent | 254 | Success
1740361041.063704 | 0 | Corrupt Packet | 254 | Resent ACK
1740361041.063828 | 1 | Sent | 218 | Success
1740361041.063914 | 1 | Received | 218 | Success
1740361041.064053 | 0 | Sent | 23 | Success
1740361041.0641081 | 0 | Received | 23 | Success
1740361041.064152 | 0 | Corrupt ACK | 23 | Resent ACK
1740361041.064218 | 0 | Resent | 23 | Incorrect ACK
1740361041.0643158 | 0 | Sent | 23 | Success
1740361041.064405 | 0 | Corrupt Packet | 23 | Resent ACK
1740361041.064567 | 1 | Sent | 13 | Success
1740361041.0647528 | 1 | Received | 13 | Success
1740361041.0648909 | 1 | Corrupt ACK | 13 | Resent ACK
1740361041.065033 | 1 | Resent | 13 | Incorrect ACK
1740361041.065095 | 1 | Sent | 13 | Success
1740361041.065321 | 1 | Corrupt Packet | 13 | Resent ACK
1740361041.0655 | 0 | Sent | 244 | Success
1740361041.0656939 | 0 | Received | 244 | Success
1740361041.065902 | 0 | Corrupt ACK | 244 | Resent ACK
1740361041.0660648 | 0 | Resent | 244 | Incorrect ACK
1740361041.066182 | 0 | Sent | 244 | Success
1740361041.0662699 | 0 | Corrupt Packet | 244 | Resent ACK
1740361041.066426 | 1 | Sent | 144 | Success
1740361041.0665321 | 1 | Received | 144 | Success
1740361041.066732 | 0 | Sent | 172 | Success
1740361041.066802 | 0 | Received | 172 | Success
1740361041.066853 | 0 | Corrupt ACK | 172 | Resent ACK
1740361041.0669188 | 0 | Resent | 172 | Incorrect ACK
1740361041.0669749 | 0 | Sent | 172 | Success
1740361041.067041 | 0 | Corrupt Packet | 172 | Resent ACK
1740361041.067172 | 1 | Sent | 35 | Success
1740361041.067229 | 1 | Received | 35 | Success
1740361041.067351 | 0 | Sent | 100 | Success
1740361041.0674088 | 0 | Received | 100 | Success
1740361041.067532 | 1 | Sent | 252 | Success
1740361041.067588 | 1 | Received | 252 | Success
1740361041.0676322 | 1 | Corrupt ACK | 252 | Resent ACK
1740361041.067699 | 1 | Resent | 252 | Incorrect ACK
1740361041.067761 | 1 | Sent | 252 | Success
1740361041.067831 | 1 | Corrupt Packet | 252 | Resent ACK
1740361041.067938 | 0 | Sent | 244 | Success
1740361041.068056 | 0 | Received | 244 | Success
1740361041.068135 | 0 | Corrupt ACK | 244 | Resent ACK
1740361041.068272 | 0 | Resent | 244 | Incorrect ACK
1740361041.0683331 | 0 | Sent | 244 | Success
1740361041.068374 | 0 | Corrupt Packet | 244 | Resent ACK
1740361041.0685 | 1 | Sent | 105 | Success
1740361041.068543 | 1 | Received | 105 | Success
1740361041.068577 | 1 | Corrupt ACK | 105 | Resent ACK
1740361041.068633 | 1 | Resent | 105 | Incorrect ACK
1740361041.068672 | 1 | Sent | 105 | Success
1740361041.068716 | 1 | Corrupt Packet | 105 | Resent ACK
1740361041.0688179 | 0 | Sent | 124 | Success
1740361041.0688581 | 0 | Received | 124 | Success
1740361041.068956 | 1 | Sent | 3 | Success
1740361041.0689962 | 1 | Received | 3 | Success
1740361041.0690298 | 1 | Corrupt ACK | 3 | Resent ACK
1740361041.069082 | 1 | Resent | 3 | Incorrect ACK
1740361041.0691211 | 1 | Sent | 3 | Success
1740361041.069163 | 1 | Corrupt Packet | 3 | Resent ACK
1740361041.069301 | 0 | Sent | 215 | Success
1740361041.069345 | 0 | Received | 215 | Success
1740361041.0693781 | 0 | Corrupt ACK | 215 | Resent ACK
1740361041.069427 | 0 | Resent | 215 | Incorrect ACK
1740361041.069468 | 0 | Sent | 215 | Success
1740361041.0695198 | 0 | Corrupt Packet | 215 | Resent ACK
1740361041.069613 | 1 | Sent | 138 | Success
1740361041.069663 | 1 | Received | 138 | Success
1740361041.0697 | 1 | Corrupt ACK | 138 | Resent ACK
1740361041.069751 | 1 | Resent | 138 | Incorrect ACK
1740361041.06979 | 1 | Sent | 138 | Success
1740361041.06983 | 1 | Corrupt Packet | 138 | Resent ACK
1740361041.069918 | 0 | Sent | 16 | Success
1740361041.069959 | 0 | Received | 16 | Success
1740361041.070045 | 1 | Sent | 52 | Success
1740361041.070086 | 1 | Received | 52 | Success
1740361041.070116 | 1 | Corrupt ACK | 52 | Resent ACK
1740361041.070165 | 1 | Resent | 52 | Incorrect ACK
1740361041.0702028 | 1 | Sent | 52 | Success
1740361041.070245 | 1 | Corrupt Packet | 52 | Resent ACK
1740361041.070336 | 0 | Sent | 163 | Success
1740361041.0703812 | 0 | Received | 163 | Success
1740361041.070435 | 0 | Corrupt ACK | 163 | Resent ACK
1740361041.070495 | 0 | Resent | 163 | Incorrect ACK
1740361041.070534 | 0 | Sent | 163 | Success
1740361041.070573 | 0 | Corrupt Packet | 163 | Resent ACK
1740361041.070663 | 1 | Sent | 14 | Success
1740361041.070703 | 1 | Received | 14 | Success
1740361041.070736 | 1 | Corrupt ACK | 14 | Resent ACK
1740361041.070787 | 1 | Resent | 14 | Incorrect ACK
1740361041.0708249 | 1 | Sent | 14 | Success
1740361041.070864 | 1 | Corrupt Packet | 14 | Resent ACK
1740361041.070951 | 0 | Sent | 178 | Success
1740361041.070991 | 0 | Received | 178 | Success
1740361041.071023 | 0 | Corrupt ACK | 178 | Resent ACK
1740361041.071074 | 0 | Resent | 178 | Incorrect ACK
1740361041.071112 | 0 | Sent | 178 | Success
